row_key	check	status	detail
V37 uncovered-rationale freshness linter||scripts/v48_v37_uncovered_rationale_freshness_linter.py	field_matches.purpose	PASS	navigation=Ensures the V37 uncovered-finding rationale table matches the current coverage map. matrix=Ensures the V37 uncovered-finding rationale table matches the current coverage map.
V37 uncovered-rationale freshness linter||scripts/v48_v37_uncovered_rationale_freshness_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
V37 uncovered-rationale freshness linter||scripts/v48_v37_uncovered_rationale_freshness_linter.py	failure_mode_mapped	PASS	convergence/contradiction rows fall out of sync with grounded findings or source records
V47 provenance gate||scripts/v47_provenance_gate.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
V47 provenance gate||scripts/v47_provenance_gate.py	field_matches.boundary	PASS	navigation=segregation control matrix=segregation control
V47 provenance gate||scripts/v47_provenance_gate.py	field_matches.purpose	PASS	navigation=Machine-enforced segregation of external knowledge from grounded trees. matrix=Machine-enforced segregation of external knowledge from grounded trees.
V47 provenance gate||scripts/v47_provenance_gate.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
V47 provenance gate||scripts/v47_provenance_gate.py	failure_mode_mapped	PASS	external knowledge leaks into grounded trees or gains project-evidence authority
V48 AI Core tooling-health card||knowledge_external/catalogs/indexes/V48_AI_CORE_TOOLING_HEALTH.md	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
V48 AI Core tooling-health card||knowledge_external/catalogs/indexes/V48_AI_CORE_TOOLING_HEALTH.md	field_matches.boundary	PASS	navigation=synthesis/navigation only matrix=synthesis/navigation only
V48 AI Core tooling-health card||knowledge_external/catalogs/indexes/V48_AI_CORE_TOOLING_HEALTH.md	field_matches.purpose	PASS	navigation=Records current Claude/Gemini smoke status and route-specific RPT `rpt-smoke` status without treating model output as evidence. matrix=Records current Claude/Gemini smoke status and route-specific RPT `rpt-smoke` status without treating model output as evidence.
V48 AI Core tooling-health card||knowledge_external/catalogs/indexes/V48_AI_CORE_TOOLING_HEALTH.md	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
V48 AI Core tooling-health card||knowledge_external/catalogs/indexes/V48_AI_CORE_TOOLING_HEALTH.md	failure_mode_mapped	PASS	navigation rows are overread as evidence or score changes
V48 convergence/contradiction analysis||knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_V48.md	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
V48 convergence/contradiction analysis||knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_V48.md	field_matches.boundary	PASS	navigation=external agreement is context; project artifacts remain evidence matrix=external agreement is context; project artifacts remain evidence
V48 convergence/contradiction analysis||knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_V48.md	field_matches.purpose	PASS	navigation=Classed relationship analysis between selected grounded findings and external records. matrix=Classed relationship analysis between selected grounded findings and external records.
V48 convergence/contradiction analysis||knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_V48.md	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
V48 convergence/contradiction analysis||knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_V48.md	failure_mode_mapped	PASS	external agreement is over-promoted into evidence
V48 evidence-boundary glossary||knowledge_external/catalogs/indexes/V48_EVIDENCE_BOUNDARY_GLOSSARY.md	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
V48 evidence-boundary glossary||knowledge_external/catalogs/indexes/V48_EVIDENCE_BOUNDARY_GLOSSARY.md	field_matches.boundary	PASS	navigation=synthesis/navigation only matrix=synthesis/navigation only
V48 evidence-boundary glossary||knowledge_external/catalogs/indexes/V48_EVIDENCE_BOUNDARY_GLOSSARY.md	field_matches.purpose	PASS	navigation=Glossary for V48 evidence and governance boundary labels. matrix=Glossary for V48 evidence and governance boundary labels.
V48 evidence-boundary glossary||knowledge_external/catalogs/indexes/V48_EVIDENCE_BOUNDARY_GLOSSARY.md	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
V48 evidence-boundary glossary||knowledge_external/catalogs/indexes/V48_EVIDENCE_BOUNDARY_GLOSSARY.md	failure_mode_mapped	PASS	navigation rows are overread as evidence or score changes
V48 external layer reader brief||knowledge_external/EXTERNAL_LAYER_READER_BRIEF_V48.md	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
V48 external layer reader brief||knowledge_external/EXTERNAL_LAYER_READER_BRIEF_V48.md	field_matches.boundary	PASS	navigation=synthesis/navigation only matrix=synthesis/navigation only
V48 external layer reader brief||knowledge_external/EXTERNAL_LAYER_READER_BRIEF_V48.md	field_matches.purpose	PASS	navigation=Plain-language guide to the external layer's capabilities, limits, and evidence boundary. matrix=Plain-language guide to the external layer's capabilities, limits, and evidence boundary.
V48 external layer reader brief||knowledge_external/EXTERNAL_LAYER_READER_BRIEF_V48.md	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
V48 external layer reader brief||knowledge_external/EXTERNAL_LAYER_READER_BRIEF_V48.md	failure_mode_mapped	PASS	navigation rows are overread as evidence or score changes
V48 external resource comparator matrix||knowledge_external/catalogs/indexes/EXTERNAL_RESOURCE_COMPARATOR_MATRIX_V48.md	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
V48 external resource comparator matrix||knowledge_external/catalogs/indexes/EXTERNAL_RESOURCE_COMPARATOR_MATRIX_V48.md	field_matches.boundary	PASS	navigation=external resource metadata only matrix=external resource metadata only
V48 external resource comparator matrix||knowledge_external/catalogs/indexes/EXTERNAL_RESOURCE_COMPARATOR_MATRIX_V48.md	field_matches.purpose	PASS	navigation=External resource coverage, access tier, and unique gap matrix. matrix=External resource coverage, access tier, and unique gap matrix.
V48 external resource comparator matrix||knowledge_external/catalogs/indexes/EXTERNAL_RESOURCE_COMPARATOR_MATRIX_V48.md	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
V48 external resource comparator matrix||knowledge_external/catalogs/indexes/EXTERNAL_RESOURCE_COMPARATOR_MATRIX_V48.md	failure_mode_mapped	PASS	resource catalog facts are overread as biological findings
V48 future-grounding queue||knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
V48 future-grounding queue||knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md	field_matches.boundary	PASS	navigation=queued tasks are not findings matrix=queued tasks are not findings
V48 future-grounding queue||knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md	field_matches.purpose	PASS	navigation=Future tasks from convergence or insufficient-overlap rows. matrix=Future tasks from convergence or insufficient-overlap rows.
V48 future-grounding queue||knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md	field_matches.overall_status	PASS	navigation=not_applicable matrix=not_applicable
V48 future-grounding queue||knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md	failure_mode_mapped	PASS	future tasks are misread as established results
V48 model-lens usage boundary||knowledge_external/catalogs/indexes/V48_MODEL_LENS_USAGE_BOUNDARY.md	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
V48 model-lens usage boundary||knowledge_external/catalogs/indexes/V48_MODEL_LENS_USAGE_BOUNDARY.md	field_matches.boundary	PASS	navigation=synthesis/navigation only matrix=synthesis/navigation only
V48 model-lens usage boundary||knowledge_external/catalogs/indexes/V48_MODEL_LENS_USAGE_BOUNDARY.md	field_matches.purpose	PASS	navigation=Public boundary for using Claude, Gemini, and route-specific RPT `rpt-smoke` as proposal lenses only. matrix=Public boundary for using Claude, Gemini, and route-specific RPT `rpt-smoke` as proposal lenses only.
V48 model-lens usage boundary||knowledge_external/catalogs/indexes/V48_MODEL_LENS_USAGE_BOUNDARY.md	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
V48 model-lens usage boundary||knowledge_external/catalogs/indexes/V48_MODEL_LENS_USAGE_BOUNDARY.md	failure_mode_mapped	PASS	navigation rows are overread as evidence or score changes
V48 relationship-matrix data dictionary||knowledge_external/catalogs/indexes/V48_RELATIONSHIP_MATRIX_DATA_DICTIONARY.md	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
V48 relationship-matrix data dictionary||knowledge_external/catalogs/indexes/V48_RELATIONSHIP_MATRIX_DATA_DICTIONARY.md	field_matches.boundary	PASS	navigation=synthesis/navigation only matrix=synthesis/navigation only
V48 relationship-matrix data dictionary||knowledge_external/catalogs/indexes/V48_RELATIONSHIP_MATRIX_DATA_DICTIONARY.md	field_matches.purpose	PASS	navigation=Schema dictionary for V48 convergence/contradiction matrix fields and controlled values. matrix=Schema dictionary for V48 convergence/contradiction matrix fields and controlled values.
V48 relationship-matrix data dictionary||knowledge_external/catalogs/indexes/V48_RELATIONSHIP_MATRIX_DATA_DICTIONARY.md	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
V48 relationship-matrix data dictionary||knowledge_external/catalogs/indexes/V48_RELATIONSHIP_MATRIX_DATA_DICTIONARY.md	failure_mode_mapped	PASS	navigation rows are overread as evidence or score changes
V48 source-domain review||knowledge_external/catalogs/indexes/SOURCE_DOMAIN_REVIEW_V48.md	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
V48 source-domain review||knowledge_external/catalogs/indexes/SOURCE_DOMAIN_REVIEW_V48.md	field_matches.boundary	PASS	navigation=domain maintenance only matrix=domain maintenance only
V48 source-domain review||knowledge_external/catalogs/indexes/SOURCE_DOMAIN_REVIEW_V48.md	field_matches.purpose	PASS	navigation=Domain classification for access and terms maintenance. matrix=Domain classification for access and terms maintenance.
V48 source-domain review||knowledge_external/catalogs/indexes/SOURCE_DOMAIN_REVIEW_V48.md	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
V48 source-domain review||knowledge_external/catalogs/indexes/SOURCE_DOMAIN_REVIEW_V48.md	failure_mode_mapped	PASS	domain classifications are overread as source-validity claims
V48 source-terms coverage||knowledge_external/catalogs/indexes/SOURCE_TERMS_COVERAGE_V48.md	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
V48 source-terms coverage||knowledge_external/catalogs/indexes/SOURCE_TERMS_COVERAGE_V48.md	field_matches.boundary	PASS	navigation=source terms metadata only matrix=source terms metadata only
V48 source-terms coverage||knowledge_external/catalogs/indexes/SOURCE_TERMS_COVERAGE_V48.md	field_matches.purpose	PASS	navigation=Source-terms metadata coverage and conservative reuse-note map. matrix=Source-terms metadata coverage and conservative reuse-note map.
V48 source-terms coverage||knowledge_external/catalogs/indexes/SOURCE_TERMS_COVERAGE_V48.md	field_matches.overall_status	PASS	navigation=not_applicable matrix=not_applicable
V48 source-terms coverage||knowledge_external/catalogs/indexes/SOURCE_TERMS_COVERAGE_V48.md	failure_mode_mapped	PASS	terms-review metadata is mistaken for reuse permission
summary	summary_control_count_matches_matrix	PASS	summary=73 matrix=73
